age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,y,test_control_flag,was_contacted
51,retired,married,basic.4y,unknown,yes,yes,telephone,5,tue,394.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
51,admin.,married,high.school,unknown,no,no,telephone,5,tue,280.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
38,blue-collar,married,basic.6y,no,no,no,telephone,5,tue,184.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
45,admin.,married,basic.9y,unknown,yes,no,telephone,5,tue,109.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
43,technician,married,basic.9y,unknown,no,yes,telephone,5,tue,226.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
27,blue-collar,married,basic.9y,no,unknown,unknown,telephone,5,tue,169.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
54,retired,married,high.school,unknown,no,no,telephone,5,tue,119.0,10.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
31,admin.,married,high.school,unknown,yes,no,telephone,5,tue,101.0,13.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,blue-collar,married,basic.4y,unknown,no,no,telephone,5,tue,210.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,5,tue,481.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,admin.,married,university.degree,no,no,no,telephone,5,tue,215.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
51,entrepreneur,married,basic.9y,no,yes,no,telephone,5,tue,142.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,technician,married,professional.course,no,no,no,telephone,5,tue,411.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,blue-collar,divorced,high.school,no,no,no,telephone,5,tue,531.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
35,services,married,high.school,no,no,no,telephone,5,tue,159.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
55,services,married,high.school,no,no,no,telephone,5,tue,165.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,technician,married,university.degree,no,no,no,telephone,5,tue,309.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
58,admin.,married,basic.6y,no,yes,no,telephone,5,tue,210.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
37,admin.,single,high.school,no,no,no,telephone,5,tue,165.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,blue-collar,single,basic.6y,unknown,yes,no,telephone,5,tue,331.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
34,management,married,university.degree,no,yes,no,telephone,5,tue,230.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
54,retired,divorced,basic.4y,no,yes,no,telephone,5,tue,584.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
47,blue-collar,married,professional.course,unknown,yes,no,telephone,5,tue,15.0,11.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,admin.,married,high.school,no,yes,no,telephone,5,tue,259.0,5.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
60,retired,married,high.school,unknown,yes,no,telephone,5,tue,220.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
25,self-employed,single,university.degree,no,no,no,telephone,5,tue,247.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,technician,married,unknown,no,yes,no,telephone,5,tue,322.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
46,blue-collar,married,unknown,unknown,yes,no,telephone,5,tue,379.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
42,technician,married,professional.course,unknown,no,no,telephone,5,tue,166.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,services,married,basic.9y,no,yes,no,telephone,5,tue,322.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
51,blue-collar,married,professional.course,no,no,yes,telephone,5,tue,771.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
30,services,single,unknown,no,yes,no,telephone,5,tue,205.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,admin.,single,university.degree,no,yes,no,telephone,5,tue,76.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
58,blue-collar,married,basic.4y,no,yes,no,telephone,5,tue,318.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,technician,married,basic.9y,unknown,no,no,telephone,5,tue,109.0,9.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
45,services,single,professional.course,unknown,unknown,unknown,telephone,5,tue,271.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
34,blue-collar,single,basic.4y,no,yes,yes,telephone,5,tue,1093.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,technician,married,professional.course,no,no,no,telephone,5,tue,273.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
42,technician,single,high.school,unknown,no,no,telephone,5,tue,264.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
29,admin.,married,high.school,no,no,no,telephone,5,tue,214.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
59,retired,married,basic.9y,no,yes,no,telephone,5,tue,87.0,9.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
52,management,married,basic.4y,unknown,yes,no,telephone,5,tue,288.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
43,admin.,married,high.school,no,no,no,telephone,5,tue,232.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
45,entrepreneur,married,university.degree,no,yes,no,telephone,5,tue,1721.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
29,technician,married,professional.course,no,no,no,telephone,5,tue,492.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,admin.,married,university.degree,no,no,no,telephone,5,tue,109.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
34,blue-collar,married,basic.6y,no,no,no,telephone,5,tue,384.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
41,blue-collar,single,basic.9y,unknown,no,no,telephone,5,wed,194.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
37,technician,married,university.degree,no,no,no,telephone,5,wed,360.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
42,blue-collar,divorced,basic.9y,no,yes,no,telephone,5,wed,20.0,11.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
55,blue-collar,married,basic.9y,no,yes,no,telephone,5,wed,323.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
43,management,married,university.degree,no,unknown,unknown,telephone,5,wed,407.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
45,management,divorced,basic.9y,unknown,no,no,telephone,5,wed,174.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,student,single,high.school,unknown,yes,no,telephone,5,wed,313.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
54,management,divorced,university.degree,no,yes,no,telephone,5,wed,328.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,admin.,married,high.school,no,no,no,telephone,5,wed,97.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
46,unemployed,married,professional.course,unknown,yes,no,telephone,5,wed,219.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,5,wed,455.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
45,admin.,married,basic.9y,unknown,yes,yes,telephone,5,wed,211.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
45,admin.,married,high.school,no,yes,no,telephone,5,wed,72.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
51,admin.,married,basic.4y,unknown,yes,no,telephone,5,wed,942.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
31,admin.,single,university.degree,no,no,no,telephone,5,wed,89.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,admin.,married,unknown,no,yes,no,telephone,5,wed,108.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
52,blue-collar,married,basic.4y,unknown,yes,yes,telephone,5,wed,305.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
41,management,married,unknown,unknown,yes,no,telephone,5,wed,70.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,admin.,single,university.degree,unknown,no,no,telephone,5,wed,117.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
29,admin.,single,university.degree,no,no,no,telephone,5,wed,231.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
35,services,married,high.school,no,no,no,telephone,5,wed,188.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,blue-collar,married,basic.9y,no,yes,no,telephone,5,wed,282.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
34,blue-collar,married,basic.9y,no,no,no,telephone,5,wed,606.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
38,technician,single,university.degree,no,no,no,telephone,5,wed,451.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,technician,married,university.degree,unknown,no,no,telephone,5,wed,202.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
41,technician,married,high.school,no,yes,no,telephone,5,wed,832.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
29,blue-collar,married,basic.6y,no,no,yes,telephone,5,wed,168.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
32,blue-collar,married,basic.9y,no,no,no,telephone,5,wed,170.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
49,blue-collar,married,basic.4y,no,no,no,telephone,5,wed,283.0,8.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
44,blue-collar,married,basic.4y,unknown,no,yes,telephone,5,wed,218.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
44,management,married,university.degree,no,no,no,telephone,5,wed,158.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,blue-collar,single,basic.9y,unknown,yes,no,telephone,5,wed,824.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
37,admin.,married,university.degree,no,no,yes,telephone,5,wed,243.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
38,technician,single,professional.course,unknown,unknown,unknown,telephone,5,wed,159.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,blue-collar,married,basic.9y,no,no,yes,telephone,5,wed,452.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
27,admin.,single,high.school,no,yes,no,telephone,5,wed,1328.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
50,admin.,married,university.degree,no,yes,no,telephone,5,wed,686.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
53,services,married,high.school,unknown,yes,no,telephone,5,wed,80.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
47,blue-collar,single,basic.9y,no,no,yes,telephone,5,wed,71.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
44,technician,single,unknown,unknown,no,no,telephone,5,wed,267.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
34,blue-collar,single,high.school,unknown,yes,yes,telephone,5,wed,257.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,unemployed,divorced,basic.9y,no,no,no,telephone,5,wed,1321.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
43,unknown,married,high.school,unknown,no,no,telephone,5,wed,96.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
42,blue-collar,married,basic.4y,no,no,no,telephone,5,wed,51.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,services,single,high.school,no,yes,no,telephone,5,wed,44.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
54,blue-collar,married,basic.9y,unknown,yes,no,telephone,5,wed,166.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
49,blue-collar,married,basic.6y,unknown,yes,yes,telephone,5,wed,220.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
37,services,married,high.school,no,yes,no,telephone,5,wed,178.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
54,blue-collar,married,basic.9y,no,no,no,telephone,5,wed,452.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,blue-collar,married,basic.6y,unknown,no,no,telephone,5,wed,97.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
42,blue-collar,divorced,basic.6y,unknown,no,no,telephone,5,wed,116.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
35,technician,divorced,professional.course,no,no,no,telephone,5,wed,120.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
51,unemployed,married,professional.course,no,no,no,telephone,5,wed,122.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
50,admin.,divorced,basic.9y,no,yes,no,telephone,5,wed,179.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
35,admin.,married,high.school,unknown,unknown,unknown,telephone,5,wed,35.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
45,services,married,high.school,unknown,no,no,telephone,5,wed,156.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
29,services,married,high.school,unknown,unknown,unknown,telephone,5,wed,159.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
34,entrepreneur,married,basic.4y,no,no,no,telephone,5,wed,75.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
37,admin.,married,high.school,no,yes,no,telephone,5,wed,191.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,technician,married,professional.course,no,no,no,telephone,5,wed,568.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
41,housemaid,married,basic.6y,no,no,no,telephone,5,wed,77.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,5,wed,283.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
41,housemaid,married,basic.6y,no,no,no,telephone,5,wed,189.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
34,technician,divorced,professional.course,no,no,no,telephone,5,wed,91.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,admin.,single,high.school,no,no,no,telephone,5,wed,32.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
42,blue-collar,married,basic.6y,no,yes,no,telephone,5,wed,347.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
35,blue-collar,married,basic.9y,no,no,yes,telephone,5,wed,58.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
29,services,divorced,high.school,no,no,no,telephone,5,wed,869.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
56,unemployed,divorced,high.school,no,yes,no,telephone,5,wed,267.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,services,single,high.school,no,no,no,telephone,5,wed,322.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
47,blue-collar,married,basic.9y,no,yes,no,telephone,5,wed,224.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,blue-collar,married,basic.4y,unknown,yes,no,telephone,5,wed,160.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
50,technician,married,professional.course,unknown,yes,no,telephone,5,wed,485.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
56,blue-collar,married,basic.9y,unknown,no,no,telephone,5,wed,247.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
35,unknown,married,basic.9y,no,no,no,telephone,5,wed,89.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
48,admin.,divorced,high.school,no,yes,no,telephone,5,wed,152.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
38,admin.,married,university.degree,no,no,no,telephone,5,wed,438.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
41,management,married,unknown,no,no,no,telephone,5,wed,345.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,blue-collar,married,high.school,no,no,no,telephone,5,wed,1028.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
35,services,married,high.school,no,no,no,telephone,5,wed,38.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,services,married,high.school,unknown,yes,no,telephone,5,wed,248.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
41,management,married,university.degree,unknown,yes,no,telephone,5,wed,136.0,8.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
41,blue-collar,married,basic.9y,no,no,no,telephone,5,wed,230.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,admin.,single,high.school,no,yes,no,telephone,5,wed,222.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
38,technician,married,professional.course,unknown,yes,no,telephone,5,wed,157.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,entrepreneur,married,basic.4y,unknown,yes,no,telephone,5,wed,143.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,entrepreneur,married,basic.4y,unknown,no,no,telephone,5,wed,117.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
56,management,married,university.degree,no,no,no,telephone,5,wed,350.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
25,blue-collar,single,basic.9y,no,yes,no,telephone,5,wed,155.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
56,services,married,basic.9y,unknown,no,no,telephone,5,wed,44.0,5.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,admin.,divorced,high.school,no,yes,no,telephone,5,wed,416.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
29,technician,married,professional.course,no,no,no,telephone,5,wed,71.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,blue-collar,married,basic.6y,unknown,no,no,telephone,5,wed,75.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,management,married,high.school,unknown,yes,no,telephone,5,wed,110.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
42,admin.,married,professional.course,no,no,no,telephone,5,wed,230.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
29,technician,married,professional.course,no,yes,no,telephone,5,wed,369.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
45,blue-collar,married,basic.9y,unknown,no,no,telephone,5,wed,22.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,services,married,basic.6y,no,no,no,telephone,5,wed,80.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
45,blue-collar,married,basic.4y,no,yes,no,telephone,5,wed,144.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
32,services,single,high.school,no,no,no,telephone,5,wed,380.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
37,admin.,married,university.degree,no,yes,no,telephone,5,wed,108.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
35,management,married,university.degree,no,no,no,telephone,5,wed,273.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
30,services,married,high.school,unknown,no,no,telephone,5,wed,48.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
40,blue-collar,married,unknown,unknown,no,no,telephone,5,wed,221.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
26,student,single,university.degree,no,yes,no,telephone,5,wed,217.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
54,housemaid,divorced,basic.4y,unknown,no,no,telephone,5,wed,762.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,blue-collar,married,basic.9y,no,yes,yes,telephone,5,wed,55.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,admin.,single,university.degree,no,yes,yes,telephone,5,wed,374.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
36,blue-collar,married,basic.9y,unknown,no,no,telephone,5,wed,229.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
56,blue-collar,divorced,basic.9y,no,yes,no,telephone,5,wed,286.0,9.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
43,blue-collar,married,basic.9y,no,no,yes,telephone,5,wed,335.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,blue-collar,married,high.school,no,yes,no,telephone,5,wed,183.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
37,blue-collar,married,basic.9y,no,no,no,telephone,5,wed,158.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
53,self-employed,married,university.degree,no,yes,no,telephone,5,wed,382.0,10.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
47,technician,married,professional.course,unknown,no,no,telephone,5,wed,301.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
46,blue-collar,married,basic.4y,unknown,no,no,telephone,5,wed,153.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,technician,single,basic.9y,no,no,no,telephone,5,wed,161.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
60,blue-collar,married,basic.9y,unknown,no,no,telephone,5,wed,150.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
31,technician,married,university.degree,no,no,no,telephone,5,wed,326.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,blue-collar,married,basic.9y,no,yes,no,telephone,5,wed,183.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,blue-collar,married,basic.9y,no,no,no,telephone,5,wed,339.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
47,services,divorced,high.school,no,no,no,telephone,5,wed,125.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,admin.,married,high.school,unknown,yes,no,telephone,5,wed,232.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
37,blue-collar,married,basic.4y,no,yes,no,telephone,5,wed,191.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
31,blue-collar,married,basic.9y,no,yes,yes,telephone,5,wed,248.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
59,retired,married,professional.course,unknown,yes,no,telephone,5,wed,125.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
48,technician,married,university.degree,unknown,yes,no,telephone,5,wed,234.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
32,blue-collar,single,basic.9y,unknown,no,no,telephone,5,wed,554.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
54,services,divorced,high.school,unknown,no,no,telephone,5,wed,349.0,5.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,services,married,high.school,no,yes,yes,telephone,5,wed,174.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
43,services,single,high.school,unknown,yes,no,telephone,5,wed,902.0,5.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
30,technician,married,professional.course,no,unknown,unknown,telephone,5,wed,137.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
35,technician,married,professional.course,no,no,no,telephone,5,wed,554.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
44,blue-collar,married,basic.4y,no,no,no,telephone,5,wed,141.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
35,technician,married,professional.course,no,yes,yes,telephone,5,wed,427.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
42,blue-collar,married,basic.4y,no,yes,yes,telephone,5,wed,97.0,5.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
35,technician,married,professional.course,no,no,no,telephone,5,wed,402.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
27,blue-collar,married,basic.9y,no,yes,no,telephone,5,wed,241.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,services,married,unknown,no,no,no,telephone,5,wed,98.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
46,blue-collar,married,basic.9y,unknown,no,no,telephone,5,wed,274.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,admin.,married,university.degree,no,no,no,telephone,5,wed,122.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,1,campaign group,0
30,student,single,unknown,unknown,no,no,telephone,5,wed,166.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,blue-collar,divorced,basic.9y,no,yes,no,telephone,5,wed,86.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
39,blue-collar,divorced,unknown,no,no,no,telephone,5,wed,302.0,10.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
30,admin.,married,university.degree,no,yes,no,telephone,5,wed,303.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
59,blue-collar,divorced,basic.4y,no,no,no,telephone,5,wed,341.0,5.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
33,blue-collar,single,high.school,no,no,no,telephone,5,wed,483.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
44,blue-collar,married,basic.4y,no,yes,no,telephone,5,wed,234.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,services,married,high.school,no,yes,yes,telephone,5,wed,211.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
28,blue-collar,married,basic.6y,no,yes,yes,telephone,5,wed,482.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
32,technician,single,high.school,no,yes,no,telephone,5,wed,238.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,0,campaign group,0
